player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper,dob_cleaned
14551,,392214,179,Shoaib Ahmed,8/17/1990,Right-hand Bat,Right-arm Fast-medium,Pakistan,Player,Deccan Chargers,Chennai Super Kings,2009,,19,,Blank,Blank,Ac Gilchrist,Ms Dhoni,Ac Gilchrist,Ms Dhoni,1990-08-17
14554,,392214,20,Ms Dhoni,7/7/1981,Right-hand Bat,Right-arm Medium,India,Captainkeeper,Chennai Super Kings,Deccan Chargers,2009,,28,,Blank,Blank,Ms Dhoni,Ac Gilchrist,Ms Dhoni,Ac Gilchrist,1981-07-07
14555,,392214,21,Sk Raina,11/27/1986,Left-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2009,,23,,Blank,Blank,Ms Dhoni,Ac Gilchrist,Ms Dhoni,Ac Gilchrist,1986-11-27
14556,,392214,22,Jdp Oram,7/28/1978,Left-hand Bat,Right-arm Fast-medium,New Zealand,Player,Chennai Super Kings,Deccan Chargers,2009,,31,,Blank,Blank,Ms Dhoni,Ac Gilchrist,Ms Dhoni,Ac Gilchrist,1978-07-28
14558,,392214,109,Ja Morkel,6/10/1981,Left-hand Bat,Right-arm Medium-fast,South Africa,Player,Chennai Super Kings,Deccan Chargers,2009,,28,,Blank,Blank,Ms Dhoni,Ac Gilchrist,Ms Dhoni,Ac Gilchrist,1981-06-10
14564,,392215,24,K Goel,12/24/1986,Left-hand Bat,Right-arm Offbreak,India,Player,Kings Xi Punjab,Rajasthan Royals,2009,,23,,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Nv Ojha,1986-12-24
14565,,392215,26,Kc Sangakkara,10/27/1977,Left-hand Bat,Right-arm Offbreak,Sri Lanka,Keeper,Kings Xi Punjab,Rajasthan Royals,2009,,32,,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Nv Ojha,1977-10-27
14567,,392215,28,Sm Katich,8/21/1975,Left-hand Bat,Slow Left-arm Chinaman,Australia,Player,Kings Xi Punjab,Rajasthan Royals,2009,,34,,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Nv Ojha,1975-08-21
14570,,392215,65,S Sohal,11/10/1987,Right-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Rajasthan Royals,2009,,22,,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Nv Ojha,1987-11-10
14571,,392215,67,Pp Chawla,12/24/1988,Left-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Rajasthan Royals,2009,,21,,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Nv Ojha,1988-12-24
14574,,392215,215,Ya Abdulla,1/17/1983,Left-hand Bat,Left-arm Fast-medium,India,Player,Kings Xi Punjab,Rajasthan Royals,2009,,26,,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Nv Ojha,1983-01-17
14575,,392215,31,Yk Pathan,11/17/1982,Right-hand Bat,Right-arm Offbreak,India,Player,Rajasthan Royals,Kings Xi Punjab,2009,,27,,Blank,Blank,Sk Warne,Yuvraj Singh,Nv Ojha,Kc Sangakkara,1982-11-17
14578,,392215,39,Sk Trivedi,9/4/1982,Right-hand Bat,Right-arm Medium,India,Player,Rajasthan Royals,Kings Xi Punjab,2009,,27,,Blank,Blank,Sk Warne,Yuvraj Singh,Nv Ojha,Kc Sangakkara,1982-09-04
14579,,392215,74,Gc Smith,2/1/1981,Left-hand Bat,Right-arm Offbreak,South Africa,Player,Rajasthan Royals,Kings Xi Punjab,2009,,28,,Blank,Blank,Sk Warne,Yuvraj Singh,Nv Ojha,Kc Sangakkara,1981-02-01
14580,,392215,138,Nk Patel,3/26/1981,Left-hand Bat,N/a,India,Player,Rajasthan Royals,Kings Xi Punjab,2009,,28,,Blank,Blank,Sk Warne,Yuvraj Singh,Nv Ojha,Kc Sangakkara,1981-03-26
14584,,392215,184,Sm Harwood,3/1/1974,Right-hand Bat,Right-arm Fast-medium,Australia,Player,Rajasthan Royals,Kings Xi Punjab,2009,,35,,Blank,Blank,Sk Warne,Yuvraj Singh,Nv Ojha,Kc Sangakkara,1974-03-01
14585,,392215,196,A Singh,6/21/1981,Right-hand Bat,Right-arm Medium-fast,India,Player,Rajasthan Royals,Kings Xi Punjab,2009,,28,,Blank,Blank,Sk Warne,Yuvraj Singh,Nv Ojha,Kc Sangakkara,1981-06-21
14586,,392216,40,G Gambhir,10/14/1981,Left-hand Bat,Legbreak,India,Captain,Delhi Daredevils,Kolkata Knight Riders,2009,,28,,Blank,Blank,G Gambhir,Bb Mccullum,Kd Karthik,Mn Van Wyk,1981-10-14
14587,,392216,73,A Nehra,4/29/1979,Right-hand Bat,Left-arm Medium-fast,India,Player,Delhi Daredevils,Kolkata Knight Riders,2009,,30,,Blank,Blank,G Gambhir,Bb Mccullum,Kd Karthik,Mn Van Wyk,1979-04-29
14588,,392216,88,Kd Karthik,6/1/1985,Right-hand Bat,N/a,India,Keeper,Delhi Daredevils,Kolkata Knight Riders,2009,,24,,Blank,Blank,G Gambhir,Bb Mccullum,Kd Karthik,Mn Van Wyk,1985-06-01
14589,,392216,89,R Bhatia,10/22/1979,Right-hand Bat,Right-arm Medium-fast,India,Player,Delhi Daredevils,Kolkata Knight Riders,2009,,30,,Blank,Blank,G Gambhir,Bb Mccullum,Kd Karthik,Mn Van Wyk,1979-10-22
14591,,392216,116,Pj Sangwan,11/5/1990,Right-hand Bat,Left-arm Medium,India,Player,Delhi Daredevils,Kolkata Knight Riders,2009,,19,,Blank,Blank,G Gambhir,Bb Mccullum,Kd Karthik,Mn Van Wyk,1990-11-05
14596,,392216,223,Dp Nannes,5/16/1976,Right-hand Bat,Left-arm Fast,Australia,Player,Delhi Daredevils,Kolkata Knight Riders,2009,,33,,Blank,Blank,G Gambhir,Bb Mccullum,Kd Karthik,Mn Van Wyk,1976-05-16
14598,,392216,2,Bb Mccullum,9/27/1981,Right-hand Bat,Right-arm Medium,New Zealand,Captain,Kolkata Knight Riders,Delhi Daredevils,2009,,28,,Blank,Blank,Bb Mccullum,G Gambhir,Mn Van Wyk,Kd Karthik,1981-09-27
14600,,392216,82,Ab Agarkar,12/4/1977,Right-hand Bat,Right-arm Fast,India,Player,Kolkata Knight Riders,Delhi Daredevils,2009,,32,,Blank,Blank,Bb Mccullum,G Gambhir,Mn Van Wyk,Kd Karthik,1977-12-04
14603,,392216,104,Bj Hodge,12/29/1974,Right-hand Bat,Right-arm Offbreak,Australia,Player,Kolkata Knight Riders,Delhi Daredevils,2009,,35,,Blank,Blank,Bb Mccullum,G Gambhir,Mn Van Wyk,Kd Karthik,1974-12-29
14606,,392216,170,Yashpal Singh,11/27/1981,Right-hand Bat,Right-arm Medium,India,Player,Kolkata Knight Riders,Delhi Daredevils,2009,,28,,Blank,Blank,Bb Mccullum,G Gambhir,Mn Van Wyk,Kd Karthik,1981-11-27
14608,,392217,53,Ac Gilchrist,11/14/1971,Left-hand Bat,Right-arm Offbreak,Australia,Captainkeeper,Deccan Chargers,Mumbai Indians,2009,,38,,Blank,Blank,Ac Gilchrist,Sr Tendulkar,Ac Gilchrist,Pr Shah,1971-11-14
14610,,392217,57,Rg Sharma,4/30/1987,Right-hand Bat,Right-arm Offbreak,India,Player,Deccan Chargers,Mumbai Indians,2009,,22,,Blank,Blank,Ac Gilchrist,Sr Tendulkar,Ac Gilchrist,Pr Shah,1987-04-30
14615,,392217,178,Tl Suman,12/15/1983,Right-hand Bat,Right-arm Offbreak,India,Player,Deccan Chargers,Mumbai Indians,2009,,26,,Blank,Blank,Ac Gilchrist,Sr Tendulkar,Ac Gilchrist,Pr Shah,1983-12-15
14616,,392217,179,Shoaib Ahmed,8/17/1990,Right-hand Bat,Right-arm Fast-medium,Pakistan,Player,Deccan Chargers,Mumbai Indians,2009,,19,,Blank,Blank,Ac Gilchrist,Sr Tendulkar,Ac Gilchrist,Pr Shah,1990-08-17
14618,,392217,256,Harmeet Singh,9/7/1992,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Deccan Chargers,Mumbai Indians,2009,,17,,Blank,Blank,Ac Gilchrist,Sr Tendulkar,Ac Gilchrist,Pr Shah,1992-09-07
14619,,392217,44,St Jayasuriya,6/30/1969,Left-hand Bat,Slow Left-arm Orthodox,Sri Lanka,Player,Mumbai Indians,Deccan Chargers,2009,,40,,Blank,Blank,Sr Tendulkar,Ac Gilchrist,Pr Shah,Ac Gilchrist,1969-06-30
14620,,392217,47,Pr Shah,11/3/1987,Right-hand Bat,N/a,India,Keeper,Mumbai Indians,Deccan Chargers,2009,,22,,Blank,Blank,Sr Tendulkar,Ac Gilchrist,Pr Shah,Ac Gilchrist,1987-11-03
14624,,392217,79,Ss Tiwary,12/30/1989,Left-hand Bat,N/a,India,Player,Mumbai Indians,Deccan Chargers,2009,,20,,Blank,Blank,Sr Tendulkar,Ac Gilchrist,Pr Shah,Ac Gilchrist,1989-12-30
14628,,392217,154,Jp Duminy,4/14/1984,Left-hand Bat,Right-arm Offbreak,South Africa,Player,Mumbai Indians,Deccan Chargers,2009,,25,,Blank,Blank,Sr Tendulkar,Ac Gilchrist,Pr Shah,Ac Gilchrist,1984-04-14
14637,,392218,81,R Vinay Kumar,2/12/1984,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2009,,25,,Blank,Blank,A Kumble,Sk Warne,Mv Boucher,Nv Ojha,1984-02-12
14638,,392218,124,A Kumble,10/17/1970,Right-hand Bat,Legbreak Googly,India,Captain,Royal Challengers Bangalore,Rajasthan Royals,2009,,39,,Blank,Blank,A Kumble,Sk Warne,Mv Boucher,Nv Ojha,1970-10-17
14640,,392218,189,D Du Preez,11/8/1981,Right-hand Bat,Right-arm Fast-medium,South Africa,Player,Royal Challengers Bangalore,Rajasthan Royals,2009,,28,,Blank,Blank,A Kumble,Sk Warne,Mv Boucher,Nv Ojha,1981-11-08
14642,,392218,35,Ra Jadeja,12/6/1988,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2009,,21,,Blank,Blank,Sk Warne,A Kumble,Nv Ojha,Mv Boucher,1988-12-06
14643,,392218,38,Sk Warne,9/13/1969,Right-hand Bat,Legbreak Googly,Australia,Captain,Rajasthan Royals,Royal Challengers Bangalore,2009,,40,,Blank,Blank,Sk Warne,A Kumble,Nv Ojha,Mv Boucher,1969-09-13
14644,,392218,74,Gc Smith,2/1/1981,Left-hand Bat,Right-arm Offbreak,South Africa,Player,Rajasthan Royals,Royal Challengers Bangalore,2009,,28,,Blank,Blank,Sk Warne,A Kumble,Nv Ojha,Mv Boucher,1981-02-01
14645,,392218,126,Mm Patel,7/12/1983,Right-hand Bat,Right-arm Medium-fast,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2009,,26,,Blank,Blank,Sk Warne,A Kumble,Nv Ojha,Mv Boucher,1983-07-12
14647,,392218,169,As Raut,3/3/1987,Right-hand Bat,Legbreak Googly,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2009,,22,,Blank,Blank,Sk Warne,A Kumble,Nv Ojha,Mv Boucher,1987-03-03
14648,,392218,182,La Carseldine,11/17/1975,Left-hand Bat,Left-arm Medium,Australia,Player,Rajasthan Royals,Royal Challengers Bangalore,2009,,34,,Blank,Blank,Sk Warne,A Kumble,Nv Ojha,Mv Boucher,1975-11-17
14649,,392218,183,Nv Ojha,7/20/1983,Right-hand Bat,N/a,India,Keeper,Rajasthan Royals,Royal Challengers Bangalore,2009,,26,,Blank,Blank,Sk Warne,A Kumble,Nv Ojha,Mv Boucher,1983-07-20
14654,,392219,27,Yuvraj Singh,12/12/1981,Left-hand Bat,Slow Left-arm Orthodox,India,Captain,Kings Xi Punjab,Chennai Super Kings,2009,,28,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,1981-12-12
14656,,392219,29,Ik Pathan,10/27/1984,Left-hand Bat,Left-arm Medium-fast,India,Player,Kings Xi Punjab,Chennai Super Kings,2009,,25,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,1984-10-27
14657,,392219,64,Dpmd Jayawardene,5/27/1977,Right-hand Bat,Right-arm Medium,Sri Lanka,Player,Kings Xi Punjab,Chennai Super Kings,2009,,32,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,1977-05-27
14658,,392219,65,S Sohal,11/10/1987,Right-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Chennai Super Kings,2009,,22,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,1987-11-10
14660,,392219,77,S Sreesanth,2/6/1983,Right-hand Bat,Right-arm Fast-medium,India,Player,Kings Xi Punjab,Chennai Super Kings,2009,,26,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,1983-02-06
14662,,392219,215,Ya Abdulla,1/17/1983,Left-hand Bat,Left-arm Fast-medium,India,Player,Kings Xi Punjab,Chennai Super Kings,2009,,26,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,1983-01-17
14669,,392219,121,M Muralitharan,4/17/1972,Right-hand Bat,Right-arm Offbreak,Sri Lanka,Player,Chennai Super Kings,Kings Xi Punjab,2009,,37,,Blank,Blank,Ms Dhoni,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,1972-04-17
14671,,392219,186,Sb Jakati,11/27/1980,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Chennai Super Kings,Kings Xi Punjab,2009,,29,,Blank,Blank,Ms Dhoni,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,1980-11-27
14675,,392220,73,A Nehra,4/29/1979,Right-hand Bat,Left-arm Medium-fast,India,Player,Delhi Daredevils,Mumbai Indians,2009,,30,,Blank,Blank,G Gambhir,Sr Tendulkar,Kd Karthik,Pr Shah,1979-04-29
14676,,392220,88,Kd Karthik,6/1/1985,Right-hand Bat,N/a,India,Keeper,Delhi Daredevils,Mumbai Indians,2009,,24,,Blank,Blank,G Gambhir,Sr Tendulkar,Kd Karthik,Pr Shah,1985-06-01
14680,,392220,135,Tm Dilshan,10/14/1976,Right-hand Bat,Right-arm Offbreak,Sri Lanka,Player,Delhi Daredevils,Mumbai Indians,2009,,33,,Blank,Blank,G Gambhir,Sr Tendulkar,Kd Karthik,Pr Shah,1976-10-14
14681,,392220,136,A Mishra,11/24/1982,Right-hand Bat,Legbreak,India,Player,Delhi Daredevils,Mumbai Indians,2009,,27,,Blank,Blank,G Gambhir,Sr Tendulkar,Kd Karthik,Pr Shah,1982-11-24
14685,,392220,43,L Ronchi,4/23/1981,Right-hand Bat,N/a,Australia,Player,Mumbai Indians,Delhi Daredevils,2009,,28,,Blank,Blank,Sr Tendulkar,G Gambhir,Pr Shah,Kd Karthik,1981-04-23
14687,,392220,48,Am Nayar,10/8/1983,Left-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Delhi Daredevils,2009,,26,,Blank,Blank,Sr Tendulkar,G Gambhir,Pr Shah,Kd Karthik,1983-10-08
14703,,392221,131,Pp Ojha,9/5/1986,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Deccan Chargers,Kings Xi Punjab,2009,,23,,Blank,Blank,Ac Gilchrist,Yuvraj Singh,Ac Gilchrist,Kc Sangakkara,1986-09-05
14706,,392221,188,Rj Harris,10/11/1979,Right-hand Bat,Right-arm Fast,Australia,Player,Deccan Chargers,Kings Xi Punjab,2009,,30,,Blank,Blank,Ac Gilchrist,Yuvraj Singh,Ac Gilchrist,Kc Sangakkara,1979-10-11
14709,,392221,28,Sm Katich,8/21/1975,Left-hand Bat,Slow Left-arm Chinaman,Australia,Player,Kings Xi Punjab,Deccan Chargers,2009,,34,,Blank,Blank,Yuvraj Singh,Ac Gilchrist,Kc Sangakkara,Ac Gilchrist,1975-08-21
14713,,392221,66,B Lee,11/8/1976,Right-hand Bat,Right-arm Fast,Australia,Player,Kings Xi Punjab,Deccan Chargers,2009,,33,,Blank,Blank,Yuvraj Singh,Ac Gilchrist,Kc Sangakkara,Ac Gilchrist,1976-11-08
14714,,392221,67,Pp Chawla,12/24/1988,Left-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Deccan Chargers,2009,,21,,Blank,Blank,Yuvraj Singh,Ac Gilchrist,Kc Sangakkara,Ac Gilchrist,1988-12-24
14715,,392221,68,Wa Mota,9/20/1981,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Deccan Chargers,2009,,28,,Blank,Blank,Yuvraj Singh,Ac Gilchrist,Kc Sangakkara,Ac Gilchrist,1981-09-20
14716,,392221,77,S Sreesanth,2/6/1983,Right-hand Bat,Right-arm Fast-medium,India,Player,Kings Xi Punjab,Deccan Chargers,2009,,26,,Blank,Blank,Yuvraj Singh,Ac Gilchrist,Kc Sangakkara,Ac Gilchrist,1983-02-06
14717,,392221,153,Rr Powar,5/20/1978,Right-hand Bat,Right-arm Offbreak,India,Player,Kings Xi Punjab,Deccan Chargers,2009,,31,,Blank,Blank,Yuvraj Singh,Ac Gilchrist,Kc Sangakkara,Ac Gilchrist,1978-05-20
14720,,392222,21,Sk Raina,11/27/1986,Left-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Rajasthan Royals,2009,,23,,Blank,Blank,Ms Dhoni,Sk Warne,Ms Dhoni,Nv Ojha,1986-11-27
14724,,392222,121,M Muralitharan,4/17/1972,Right-hand Bat,Right-arm Offbreak,Sri Lanka,Player,Chennai Super Kings,Rajasthan Royals,2009,,37,,Blank,Blank,Ms Dhoni,Sk Warne,Ms Dhoni,Nv Ojha,1972-04-17
14725,,392222,151,L Balaji,9/27/1981,Right-hand Bat,Right-arm Medium-fast,India,Player,Chennai Super Kings,Rajasthan Royals,2009,,28,,Blank,Blank,Ms Dhoni,Sk Warne,Ms Dhoni,Nv Ojha,1981-09-27
14730,,392222,35,Ra Jadeja,12/6/1988,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Rajasthan Royals,Chennai Super Kings,2009,,21,,Blank,Blank,Sk Warne,Ms Dhoni,Nv Ojha,Ms Dhoni,1988-12-06
14733,,392222,74,Gc Smith,2/1/1981,Left-hand Bat,Right-arm Offbreak,South Africa,Player,Rajasthan Royals,Chennai Super Kings,2009,,28,,Blank,Blank,Sk Warne,Ms Dhoni,Nv Ojha,Ms Dhoni,1981-02-01
14735,,392222,169,As Raut,3/3/1987,Right-hand Bat,Legbreak Googly,India,Player,Rajasthan Royals,Chennai Super Kings,2009,,22,,Blank,Blank,Sk Warne,Ms Dhoni,Nv Ojha,Ms Dhoni,1987-03-03
14743,,392223,11,Mv Boucher,12/3/1976,Right-hand Bat,Right-arm Medium,South Africa,Keeper,Royal Challengers Bangalore,Mumbai Indians,2009,,33,,Blank,Blank,A Kumble,Sr Tendulkar,Mv Boucher,Yv Takawale,1976-12-03
14746,,392223,81,R Vinay Kumar,2/12/1984,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Mumbai Indians,2009,,25,,Blank,Blank,A Kumble,Sr Tendulkar,Mv Boucher,Yv Takawale,1984-02-12
14752,,392223,48,Am Nayar,10/8/1983,Left-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Royal Challengers Bangalore,2009,,26,,Blank,Blank,Sr Tendulkar,A Kumble,Yv Takawale,Mv Boucher,1983-10-08
14757,,392223,114,Yv Takawale,11/5/1984,Right-hand Bat,N/a,India,Keeper,Mumbai Indians,Royal Challengers Bangalore,2009,,25,,Blank,Blank,Sr Tendulkar,A Kumble,Yv Takawale,Mv Boucher,1984-11-05
14760,,392223,193,C Nanda,3/29/1979,Right-hand Bat,Legbreak,India,Player,Mumbai Indians,Royal Challengers Bangalore,2009,,30,,Blank,Blank,Sr Tendulkar,A Kumble,Yv Takawale,Mv Boucher,1979-03-29
14770,,392224,171,M Manhas,10/12/1979,Right-hand Bat,Right-arm Offbreak,India,Player,Delhi Daredevils,Kolkata Knight Riders,2009,,30,,Blank,Blank,G Gambhir,Bb Mccullum,Kd Karthik,Mn Van Wyk,1979-10-12
14771,,392224,187,Da Warner,10/27/1986,Left-hand Bat,Legbreak,Australia,Player,Delhi Daredevils,Kolkata Knight Riders,2009,,23,,Blank,Blank,G Gambhir,Bb Mccullum,Kd Karthik,Mn Van Wyk,1986-10-27
14774,,392224,2,Bb Mccullum,9/27/1981,Right-hand Bat,Right-arm Medium,New Zealand,Captain,Kolkata Knight Riders,Delhi Daredevils,2009,,28,,Blank,Blank,Bb Mccullum,G Gambhir,Mn Van Wyk,Kd Karthik,1981-09-27
14775,,392224,62,Wp Saha,10/24/1984,Right-hand Bat,N/a,India,Player,Kolkata Knight Riders,Delhi Daredevils,2009,,25,,Blank,Blank,Bb Mccullum,G Gambhir,Mn Van Wyk,Kd Karthik,1984-10-24
14776,,392224,82,Ab Agarkar,12/4/1977,Right-hand Bat,Right-arm Fast,India,Player,Kolkata Knight Riders,Delhi Daredevils,2009,,32,,Blank,Blank,Bb Mccullum,G Gambhir,Mn Van Wyk,Kd Karthik,1977-12-04
14779,,392224,104,Bj Hodge,12/29/1974,Right-hand Bat,Right-arm Offbreak,Australia,Player,Kolkata Knight Riders,Delhi Daredevils,2009,,35,,Blank,Blank,Bb Mccullum,G Gambhir,Mn Van Wyk,Kd Karthik,1974-12-29
14783,,392224,441,Ss Sarkar,12/15/1984,Right-hand Bat,Right-arm Medium,India,Player,Kolkata Knight Riders,Delhi Daredevils,2009,,25,,Blank,Blank,Bb Mccullum,G Gambhir,Mn Van Wyk,Kd Karthik,1984-12-15
14785,,392225,54,Y Venugopal Rao,2/26/1982,Right-hand Bat,Right-arm Offbreak,India,Player,Deccan Chargers,Rajasthan Royals,2009,,27,,Blank,Blank,Ac Gilchrist,Sk Warne,Ac Gilchrist,Nv Ojha,1982-02-26
14786,,392225,56,A Symonds,6/9/1975,Right-hand Bat,Right-arm Offbreak,Australia,Player,Deccan Chargers,Rajasthan Royals,2009,,34,,Blank,Blank,Ac Gilchrist,Sk Warne,Ac Gilchrist,Nv Ojha,1975-06-09
14793,,392225,178,Tl Suman,12/15/1983,Right-hand Bat,Right-arm Offbreak,India,Player,Deccan Chargers,Rajasthan Royals,2009,,26,,Blank,Blank,Ac Gilchrist,Sk Warne,Ac Gilchrist,Nv Ojha,1983-12-15
14799,,392225,74,Gc Smith,2/1/1981,Left-hand Bat,Right-arm Offbreak,South Africa,Player,Rajasthan Royals,Deccan Chargers,2009,,28,,Blank,Blank,Sk Warne,Ac Gilchrist,Nv Ojha,Ac Gilchrist,1981-02-01
14800,,392225,101,Sa Asnodkar,3/29/1984,Right-hand Bat,Right-arm Offbreak,India,Player,Rajasthan Royals,Deccan Chargers,2009,,25,,Blank,Blank,Sk Warne,Ac Gilchrist,Nv Ojha,Ac Gilchrist,1984-03-29
14801,,392225,126,Mm Patel,7/12/1983,Right-hand Bat,Right-arm Medium-fast,India,Player,Rajasthan Royals,Deccan Chargers,2009,,26,,Blank,Blank,Sk Warne,Ac Gilchrist,Nv Ojha,Ac Gilchrist,1983-07-12
14804,,392225,183,Nv Ojha,7/20/1983,Right-hand Bat,N/a,India,Keeper,Rajasthan Royals,Deccan Chargers,2009,,26,,Blank,Blank,Sk Warne,Ac Gilchrist,Nv Ojha,Ac Gilchrist,1983-07-20
14808,,392226,9,Jh Kallis,10/16/1975,Right-hand Bat,Right-arm Fast-medium,South Africa,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,,34,,Blank,Blank,A Kumble,Bb Mccullum,Mv Boucher,Wp Saha,1975-10-16
14809,,392226,11,Mv Boucher,12/3/1976,Right-hand Bat,Right-arm Medium,South Africa,Keeper,Royal Challengers Bangalore,Kolkata Knight Riders,2009,,33,,Blank,Blank,A Kumble,Bb Mccullum,Mv Boucher,Wp Saha,1976-12-03
14811,,392226,46,Rv Uthappa,11/11/1985,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,,24,,Blank,Blank,A Kumble,Bb Mccullum,Mv Boucher,Wp Saha,1985-11-11
14812,,392226,52,Lrpl Taylor,3/8/1984,Right-hand Bat,Right-arm Offbreak,New Zealand,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,,25,,Blank,Blank,A Kumble,Bb Mccullum,Mv Boucher,Wp Saha,1984-03-08
14813,,392226,81,R Vinay Kumar,2/12/1984,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,,25,,Blank,Blank,A Kumble,Bb Mccullum,Mv Boucher,Wp Saha,1984-02-12
14814,,392226,124,A Kumble,10/17/1970,Right-hand Bat,Legbreak Googly,India,Captain,Royal Challengers Bangalore,Kolkata Knight Riders,2009,,39,,Blank,Blank,A Kumble,Bb Mccullum,Mv Boucher,Wp Saha,1970-10-17
14815,,392226,157,Jd Ryder,8/6/1984,Left-hand Bat,Right-arm Medium,New Zealand,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,,25,,Blank,Blank,A Kumble,Bb Mccullum,Mv Boucher,Wp Saha,1984-08-06
14818,,392226,2,Bb Mccullum,9/27/1981,Right-hand Bat,Right-arm Medium,New Zealand,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,2009,,28,,Blank,Blank,Bb Mccullum,A Kumble,Wp Saha,Mv Boucher,1981-09-27
14823,,392226,84,I Sharma,9/2/1988,Right-hand Bat,Right-arm Fast-medium,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,,21,,Blank,Blank,Bb Mccullum,A Kumble,Wp Saha,Mv Boucher,1988-09-02
14824,,392226,170,Yashpal Singh,11/27/1981,Right-hand Bat,Right-arm Medium,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,,28,,Blank,Blank,Bb Mccullum,A Kumble,Wp Saha,Mv Boucher,1981-11-27
14825,,392226,173,An Ghosh,10/19/1986,Right-hand Bat,Right-arm Medium,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,,23,,Blank,Blank,Bb Mccullum,A Kumble,Wp Saha,Mv Boucher,1986-10-19
14826,,392226,174,Baw Mendis,3/11/1985,Right-hand Bat,Right-arm Offbreak,Sri Lanka,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,,24,,Blank,Blank,Bb Mccullum,A Kumble,Wp Saha,Mv Boucher,1985-03-11
14828,,392227,24,K Goel,12/24/1986,Left-hand Bat,Right-arm Offbreak,India,Player,Kings Xi Punjab,Mumbai Indians,2009,,23,,Blank,Blank,Yuvraj Singh,Sr Tendulkar,Kc Sangakkara,Yv Takawale,1986-12-24
14830,,392227,27,Yuvraj Singh,12/12/1981,Left-hand Bat,Slow Left-arm Orthodox,India,Captain,Kings Xi Punjab,Mumbai Indians,2009,,28,,Blank,Blank,Yuvraj Singh,Sr Tendulkar,Kc Sangakkara,Yv Takawale,1981-12-12
14831,,392227,28,Sm Katich,8/21/1975,Left-hand Bat,Slow Left-arm Chinaman,Australia,Player,Kings Xi Punjab,Mumbai Indians,2009,,34,,Blank,Blank,Yuvraj Singh,Sr Tendulkar,Kc Sangakkara,Yv Takawale,1975-08-21
14832,,392227,29,Ik Pathan,10/27/1984,Left-hand Bat,Left-arm Medium-fast,India,Player,Kings Xi Punjab,Mumbai Indians,2009,,25,,Blank,Blank,Yuvraj Singh,Sr Tendulkar,Kc Sangakkara,Yv Takawale,1984-10-27
